modelo,fabricacao,quantidade
AMAROK Extreme CD 3.0 4x4 TB Dies. Aut.,2019,1
ECOSPORT FREESTYLE 2.0 16V FLE,2012,1
Idea ESSENCE 1.6 Flex 16V 5p,2011,1
CARGO 2628 E 6X4 TB,2011,1
TIGER 1200 XCA,2019,1
STRADA TREKKING 1.6 FLEX CE,2013,1
VIRTUS 1.6 MSI Flex 16V 5p Mec.,2018,1
Palio EL 1.6 spi 2p e 4p,1998,1
Celta Life 1.0 MPFI 8v Flexpower 5p,2006,1
Parati GLSi 2.0,1989,1
Atego 1719 2p (diesel) (E5),2016,1
HB20 SEDAN 1.6 PREMIUM,2016,1
AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,2016,1
DOMINAR 160,2023,1
COROLLA CROSS XRE 2.0 16V FLEX,2022,1
Corsa Sed. Maxx 1.0,2006,1
Discovery Sport SE 2.2 4x4 Diesel Aut.,2016,1
NOVO GOL,2013,1
mobile lite,2021,1
207 SEDAN PASSION XR 1.4 FLEX,2013,1
Sportage EX 2.0 16V Flex Aut,2018,1
ARRIZO 6 GSX 1.5 Turbo Flex Aut.,2021,1
207 X-Line 1.4 Flex 8V 5p,2009,1
BOULEVARD M800,2014,1
Axor 2533 6x2 2p (diesel),2010,1
CRONOS HGT 1.8 16V Flex Aut.,2019,1
SANDERO Dynamique Hi-Power 1.6 8V 5p,2015,1
PALIO 1.0 FIRE,2015,1
TRX 420 Fourtrax  FM 4x4 Quadriciclo,2021,1
Vectra GT-X 2.0 MPFI 8V FlexPower Aut.,2010,1
KWID OUTSIDER 1.0 Flex 12V 5p Mec.,2021,1
SPRINTER 313 CHASSI LONGO 2.2,2018,1
SOFTAIL DeLuxe 1584cc,2007,1
G 650 GS SERTÃO,2012,1
FIT LX 1.4,2003,1
318iA 1.8 16v,1993,1
HB20 COMFORT PLUS 1.6 FLEX,2012,1
VERSA SL 1.6 16V Flex Fuel Mec 4p,2013,1
Palio Week. Adv. Dualogic 1.8 Flex,2012,1
GOL TRACK 1.0 TOTAL FLEX 12V 5,2018,1
XL 1200 CX Roadster,2016,1
FOX TRACK 1.0 FLEX 12V 4P,2018,1
Song Plus (Hibrido),2023,1
TERRITORY TITANIUM 1.5 GTDI EC,2022,1
LOGAN Expression Hi-Flex 1.6 8V 4p,2010,1
MOBI EASY ON 1.0 FIRE FLEX,2017,1
FIESTA 1.6 16V FLEX,2016,1
Hilux CD SR D4-D 4x4 3.0  TDI Dies.,2006,1
X60 1.8 16V 128cv 5p Mec.,2018,1
CG 150 TITAN-ESD MIX Flex,2014,1
Ka+ Sedan 1.5 SEL 16V Flex 4p,2014,1
Fiesta 1.6 16V Flex Aut. 5p,2015,1
T-CROSS 1.0 TSI FLEX 12V 5P AUT.,2022,1
TIGGO 7 PRO 1.6 TURBO 16V AUT.,2022,1
CBR 600 F,2014,1
YBR 125 FACTOR ED,2015,1
TIGUAN 2.0 TSI 16V TIPTRONIC,2015,1
Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.,2016,1
Hilux SW4 SR 4x2 2.7 aut,2012,1
Fiorino Furg.1.3 Fire Flex,2007,1
Grand Vitara 2.0 16V 5p Aut.,2010,1
TRACKER Premier 1.4 Turbo 16V Flex Aut,2018,1
TWISTER  250,2021,1
Atego 2425 3-Eixos 2p (diesel),2008,1
FOCUS HATCH 2.0 16V,2012,1
SPRINT ST 1050i,2009,1
CG 125 CARGO,2013,1
TIGGO 3X PLUS 1.0 TURBO FLEX A,2021,1
COBALT ELITE 1.8 8V ECONO.FLEX,2017,1
PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017,1
Xsara Picasso Exclusive 2.0 16V  Aut,2010,1
Axor 2035 S 2p (diesel),2008,1
GLB 200 PROGRESSIVE 1.3 TB 16V,2021,1
DOBLO CARGO 1.4 MPI FIRE FLEX,2014,1
L-1313 3-Eixos 2p (diesel),1982,1
Fiorino Furg.1.3,2006,1
Megane Grand Tour Dynam. Hi-Flex 1.6 16V,2006,1
CORSA SEDAN CLASSIC SPIRIT 1.0,2008,1
GLADIATOR RUBICON 3.6 V6 284 C,2022,1
SPIN LT 1.8 8V Econo.Flex 5p Aut.,2018,1
X1 SDRIVE 20I M SPORT 2.0 TB F,2022,1
RZR S1000 EPS 4x4,2019,1
C4 LOUNGE ORIGINE 1.6 TURBO FL,2017,1
XRE 300 Flex,2022,1
Galant 2.0,1998,1
26-220 6x4 3-Eixos 2p (diesel),2009,1
STRADA ENDURANCE 1.4 FLEX 8V C,2023,1
ONIX SEDAN Plus LTZ 1.0 12V TB Flex Aut.,2022,1
Up! move 1.0 Total Flex 12V 5p,2018,1
208 Active Pack 1.6 Flex 16V 5p Aut.,2020,1
NOVA SAVEIRO TL MBVS,2018,1
HB20 EVOLUTION 1.0 TB FLEX 12V,2020,1
30-330 CONSTELLATION 8X2 2P (D,2019,1
Golf Variant Confortline 1.4 TSI  Aut.,2015,1
G 360 A 6X2,2018,1
8-160 E DELIVERY 2p (diesel)(E5),2012,1
ETIOS XS 1.5 FLEX 16V,2018,1
24-280 E Constel. 6x2 2p (diesel)(E5),2012,1
C 100 BIZ KS,2014,1
JOURNEY SXT 3.6 V6 Aut.,2013,1
Gol 1.6 Mi 4p,2003,1
CG 160 TITAN FLEXone,2015,1
SANDERO STEP. Zen Flex 1.6 16V  Mec.,2020,1
NXR 150 Bros ES MIX,2010,1
ETIOS X Sedan 1.5 Flex 16V 4p Mec.,2019,1
SAVEIRO ROBUST 1.6 TOTAL FLEX,2021,1
TORO,2021,1
DK 160,2023,1
Strada 1.4 mpi Fire Flex 8V CS,2009,1
Z 1000,2020,1
CG 160 TITAN S Flex,2019,1
S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut,2015,1
KA 1.0 MPI,2007,1
CG 125 FAN KS,2017,1
CG 150 TITAN-ESD,2007,1
Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,2021,1
Quantum GL 2.0,1990,1
GSX-S 1000,2020,1
JOURNEY RT  3.6 V6 Aut.,2011,1
STRADA WORKING HARD 1.4 FIRE F,2018,1
MONTANA LS 1.4 ECONOFLEX 8V 2p,2019,1
UNO ATTRACTIVE 1.0 EVO FIRE FL,2014,1
Fiorino Furg.1.3 Fire,2012,1
428i Cabriolet Sport 2.0 TB 245cv 2p,2016,1
Ranger XLT 2.5 4x2 CD Diesel,2000,1
Jimny 4ALL 1.3,2017,1
Fiesta Personnalité 1.0 8V 66cv 5p,2004,1
Kombi Standard 1.4 Mi Total Flex 8V,2013,1
C-180 CGI Avantgarde 1.6 TB 16V Aut.,2019,1
SPACEFOX 1.6 MI TOTAL FLEX,2010,1
Strada Freedom 1.3 Flex 8V  CS Plus,2021,1
JETTA R-LINE 250 TSI 1.4 FLEX,2018,1
NMAX 160,2023,1
KICKS SL 1.6 16V FLEXSTAR   .,2019,1
Golf GTi 2.0,1994,1
HB20X EVOLUTION 1.6 FLEX 16V A,2020,1
STRALIS HD 490 - S38T,2008,1
MOBI Easy 1.0 Fire Flex 5p.,2020,1
TIGER 1050,2008,1
ARRIZO 6  PRO 1.5 Turbo Flex Aut.,2022,1
ONIX HATCH ACTIV 1.4 8V FLEX 4,2019,1
LANCER HL-T 2.0 16V 160CV AUT.,2019,1
Renegade Sport 1.8 4x2 Flex 16V Mec.,2016,1
Pampa L 1.6,1993,1
FIT EX 1.5 16V FLEX,2010,1
Strada Adventure 1.8 Flex CD,2015,1
CLIO HATCH AUTHENTIQUE 1.0 16V,2008,1
SANDERO EXPRESSION FLEX 1.6 16,2018,1
Versys 650cc,2010,1
Siena 1.0 Fire Flex 8v,2011,1
XTZ 250 TENERE,2013,1
Gol CL  1.8,1994,1
CRETA ACTION 1.6 16V FLEX AUT.,2021,1
T40 PLUS 1.6 16V 5p Aut.,2021,1
TORO FREEDOM 1.8 16V FLEX AUT,2018,1
RENEGADE LNGTD AT,2020,1
FAT BOY,2007,1
Pajero  GLS 3.2,2008,1
JETTA 2.0 TSI 16V 4p Tiptronic,2016,1
XVS 650 DRAG STAR,2004,1
HB20 Comf. 1.0,2015,1
HB20 SEDAN 1.6 COMFORT PLUS,2015,1
Accelo 1016 2p (diesel) (E5),2013,1
Axor 2035 S 2p (diesel),2009,1
YARIS XLS 1.5 FLEX 16V 4P AUT,2023,1
CORSA SEDAN CLASSIC SPIRIT 1.0,2009,1
HR-V TOURING 1.8 FLEXONE 16V 5,2018,1
FH-460 6x2 2p (diesel) (E5),2018,1
VERSYS-X 300,2021,1
ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2017,1
Palio ELX 1.0 Fire,2005,1
G-380 A 4x2 3-Eixos,2010,1
BIZ 125 ES Mix F.Injection,2012,1
DAILY CHASSI 35S14 2p (dies.)(E5),2019,1
TRACKER 1.0 Turbo 12V Flex Aut,2020,1
218i Gran Coupe Sport GP 1.5 Bi-Turbo,2019,1
COROLLA CROSS XRV 1.8 16V AUT.,2022,1
ONIX JOY,2020,1
Ranger XLT 2.8 8v 135cv 4x4 CD TB Diesel,2002,1
Atego 2425 3-Eixos 2p (diesel),2009,1
FIESTA SE 1.6 16V FLEX,2012,1
208 Allure 1.6 Flex 16V 5p Aut.,2017,1
RENEGADE LONGITUDE 1.8 4X2 FLE,2016,1
TECTOR 24-300 6X2 (DIESEL)(E5),2020,1
Xsara Picasso Exc. 2.0 16V Mec,2001,1
HERITAGE SOFTAIL Classic,2011,1
HB20 COMFORT PLUS 1.0 FLEX,2017,1
AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Aut,2013,1
X 12 L,1987,1
Corolla SE-G 1.8 aut,2008,1
XF 2.0 GTDI SPORT LUXURY 240cv Aut.,2014,1
24-250 E Constellation 3-Eixos 2p (diese,2007,1
VERSA 16 SV CVT,2018,1
Escort GL 1.8i 16V 4p,2000,1
Master 2.3 dCi Grand Furgão16V Diesel,2019,1
CELTA LIFE 1.0 VHC,2004,1
Jumpy Furgão 1.6 Turbo Diesel,2018,1
BANDEIRANTE,1966,1
9-150 E DELIVERY,2010,1
FUSCA 1200,1966,1
SAVEIRO CROSS 1.6 T.FLEX 16V C,2015,1
MARCH SV 1.6 16V FlexStart 5p Mec.,2019,1
Creta Attitude 1.6 16V Flex Mec.,2020,1
ARGO,2022,1
Commander Overl. TD380 2.0 4x4 Die. Aut.,2023,1
Sentra 2.0 Aut,2008,1
VIRTUS MF,2019,1
CRUZE,2014,1
TIGER 800XC,2012,1
Frontier S CD 4x4 2.3 TB Diesel Mec.,2019,1
XTZ 250 LANDER 249cc,2021,1
XJ6 N,2018,1
FAT BOY Low,2011,1
XMAX 250 ABS,2022,1
TRACKER LT 1.0 Turbo 12V Flex Aut.,2022,1
XTZ 250 TENERE,2015,1
Ka+ Sedan 1.5 SEL 16V Flex 4p,2016,1
S10 P-Up Executive 2.4 MPFI F.Power CD,2011,1
FUSCA 1300,1976,1
Citycom S 300i,2021,1
Celer Hatch 1.5 16V Flex 5p,2015,1
HILUX CD SR 4X4 2.8 TDI DIESEL,2018,1
YARIS XLS SEDAN 1.5 FLEX 16V 4,2019,1
BANDIT N-600,2002,1
Q3 Prestige 1.4 TFSI Flex S-tronic,2019,1
HB20 SEDAN 1.6 COMFORT PLUS,2013,1
HB20 Comf. 1.0,2013,1
G 310 GS,2020,1
Civic Sedan EX 2.0 Flex 16V Aut.4p,2021,1
208 ACTIVE 1.2 FLEX 12V   MEC.,2019,1
PCX 150 DLX,2020,1
L-1113 3-Eixos 2p (diesel),1985,1
HB20S 1.0M EVOLUT,2021,1
Corsa Wind 1.0 MPF,2001,1
JUMPY FURGAO PACK 1.6 TURBO DI,2019,1
SANDERO Expression Hi-Flex 1.0 16V 5p,2012,1
CBX 750 F,1988,1
UNO MILLE WAY ECONOMY 1.0 FIRE,2010,1
R 440 A 6X2 (E5),2012,1
Gol 1000 Mi 4p,2003,1
Tiggo 8 TXS 1.6 Turbo TGDi Aut.,2021,1
Z 1000 R Edition,2023,1
gran siena 1.6,2015,1
T-CROSS COMFORTLINE 1.0 TSI FL,2021,1
Frontier XE CD 4x4 2.3 Bi-TB Diesel Aut.,2020,1
Idea Advent. 1.8 mpi Flex,2010,1
RENEGADE SPORT 1.8 4X2 FLEX 16,2016,1
Xsara Picasso Etoile 2.0 16V Mec,2005,1
IDEA ADVENTURE 1.8 MPI FLEX,2014,1
CAPTIVA SPORT FWD 2.4,2010,1
CR-V EXL 2.0 16V 4WD Aut,2009,1
PRISMA SEDAN JOY 1.0 FLEX,2019,1
XLR 125,2002,1
S 10 PICK-UP LS 2.8 4X4 CD TDI,2021,1
EQUINOX Premier 1.5 Turbo 172cv Aut.,2022,1
DOBLO ESSENCE,2018,1
Q5 PRESTIGE PLUS 2.0 TFSI QUAT,2020,1
ACTROS 2651 MP5 S 6X4 2P (DIES,2020,1
NINJA ZX-6R 636cc,2023,1
Fusca 2.0 TSI 16V Aut.,2014,1
Yaris,2021,1
Strada Working 1.5 mp1 8v CE,2000,1
BURGMAN 650 Executive,2011,1
Celta 1.4 8v 85cv 5p,2006,1
Hilux CD SRV 4x4 2.8 TDI Diesel Aut.,2018,1
S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut,2013,1
AMAROK HIGHLINE CD D 2.0 16V T,2019,1
COROLLA XEI 2.0 FLEX,2020,1
15.180,2008,1
TIGER 1200 DESERT Edition,2021,1
CG 150 TITAN-Special Edition,2008,1
Celta Super 1.0 MPFI VHC 8v 3p,2001,1
Hilux CD SRV D4-D 4x4 3.0  TDI Dies,2011,1
NIGHT ROD SPECIAL 1250 VRSCDX,2011,1
MONTANA  Sport 1.8 MPFI FlexPower 8V,2008,1
MOBI LIKE 1.0 FIRE FLEX 4P.,2017,1
RENEGADE S T270 1.3 TB 4X4 FLE,2023,1
AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,2014,1
X5 XDRIVE 45E 3.0 M.SPORT HIBR,2021,1
Strada Adventure 1.8 Flex CD,2013,1
DUSTER TECHROAD 2.0 16V,2013,1
Ranger XLT 2.3 16V 150cv CD Repower.,2007,1
710,2003,1
Pajero HPE Full 3.8 V6 250cv 5p Aut.,2010,1
Pajero GLX 3.0 V6 4p Mec,1995,1
Uno Mille 1.0 Economy 2.p,2009,1
Corolla XEi 2.0 Flex 16V Aut.,2017,1
Corsa Sed.Wind 1.0,2000,1
FIESTA 1.6 16V FLEX,2014,1
CG 150 TITAN-ES,2009,1
FH-460 GLOBETROTTER 4X2 2P (DI,2023,1
SANTA FE GLS 3.3 V6 4X4 TIPTRO,2013,1
Saveiro Highline 1.6 T. Flex 8V CD,2015,1
Ducato Minibus 2.3 ME Diesel,2010,1
SANDERO PRIVILEGE 1.6 HI-FLEX,2011,1
Classe B 180 1.7 116cv Aut.,2011,1
POLO 1.6 E FLEX,2011,1
Fiorino Furgão EVO 1.4 Flex 8V 2p,2016,1
L200 GLS 2.5 4X4 CD Diesel,2003,1
SMART 125cc,2009,1
Sprinter 515 Furgão E.L.T. Alto 2.2 Die.,2018,1
BOULEVARD M1800R B.O.S.S.,2017,1
JETTA 2.0 Total Flex 8V 4p Tiptronic,2014,1
Ka+ Sedan 1.0 TiCVT Flex 4p,2017,1
CB 1000R,2012,1
ROYAL STAR 1300,1996,1
Siena Celebration 1.0 Fire Flex 8V 4p,2009,1
Fit EX 1.5 Flex Aut,2020,1
FOX CITY 1.0 MI,2004,1
CRONOS DRIVE,2021,1
328IA M SPORT 2.0 16V FLEX 4P,2018,1
HB20 SEDAN 1.6 PREMIUM,2014,1
L200 GLS Sport 2.5 4x4 121cv CD DTI Dies,2004,1
LOGAN Expres. UP Hi-Flex 1.0,2009,1
Atego 1719 2p (diesel) (E5),2014,1
Silverado Conquest 4.2 Diesel Turbo,1998,1
208 ALLURE 1.6 FLEX 16V   AUT.,2022,1
Corsa Wind 1.0 MPF,1996,1
F-1000 CD 3.9 Dies,1988,1
AGILE LTZ 1.4 MPFI 8V FlexPower 5p,2012,1
NINJA 650R 649cc,2012,1
Palio 1.0 4p,2007,1
L200 Triton GL 3.2 CD TB Int. Dies. Mec.,2014,1
Saveiro Robust 1.6 Total Flex 8V,2020,1
XL 1200NS SPORTSTER IRON,2019,1
MOBI Like 1.0 Fire Flex 5p.,2021,1
GRAND SIENA 1.4 EVO FLEX 8V 4P,2020,1
EcoSport SE 1.5 12V Flex 5p Aut.,2019,1
XT 1200 Z  SUPER TÉNÉRÉ,2011,1
Fit DX 1.4 Flex 16V 5p Mec.,2011,1
punto,2014,1
S10 Pick-Up LT 2.8 TDI 4x2 CD Diesel,2014,1
FIT LX 1.4 FLEX,2010,1
Celta Spirit 1.0 MPFI 8V FlexPower 3p,2006,1
STRADA WORKING HARD 1.4 FIRE F,2017,1
10.160 DRC 4X2,2014,1
MT-09 850cc,2022,1
710,1996,1
Sprinter 415 Furgão Curto 2.2 Dies,2012,1
CRV EXL 2.0 FLEXONE 16V 2WD,2013,1
HR-V TOURING 1.5 TB 16V 5P AUT,2019,1
SPACEFOX PLUS 1.6 TOTAL FLEX,2009,1
F 650 CS,2001,1
S10 P-Up Lx 2.8 4x4 TDI Dies,2000,1
HB20 R SPEC 1.6 FLEX 16V AUT,2016,1
Corsa Sedan GLS 1.6 MPFI 4p,1999,1
EcoSport XLT 2.0 Flex Man,2005,1
SANDERO EXPRESSION FLEX 1.6 16,2017,1
R 310,2023,1
Clio RN Alizé 1.0 5p,2014,1
EVS Work,2022,1
FH 460 6X2T,2015,1
Pajero TR4 2.0 Flex Aut,2010,1
206 Sensation 1.4 Flex 8V 5p,2006,1
RENEGADE1.8 4X2 FLEX 16V AUT(P,2021,1
Corolla Cross XRV 1.8 16V Aut.(Híbrido),2022,1
Palio Week. Adv 1.8 mpi Flex,2019,1
DR 160,2021,1
FRONTIER ATTAC.CD 4X4 2.3 BI-T,2021,1
A3 1.8 Turbo 5p Aut.,2002,1
L200 2.5 4x4 CD Turbo Diesel,1992,1
EDGE SEL 3.5 V6  24V FWD Aut.,2011,1
Vectra GLS,2002,1
YARIS XL PLUS T. SED. 1.5 FLEX,2019,1
MARCH SR 1.6 16V Flex Fuel 5p,2012,1
SANDERO STEPWAY CURL 1.6 16V H,2012,1
ONIX HATCH LT 1.0 12V Flex 5p Mec.,2019,1
OUTLANDER GT 3.0 G4602aut,2015,1
A3 SEDAN 1.4 TB FSI FLEX TIPTR,2015,1
13-180 E Constellation,2009,1
CAPTUR Intense 1.6 16V Flex 5p Aut.,2019,1
Citycom.300i,2015,1
Escort GL 1.6,1995,1
VERSA 1.0 12V Flex 4p Mec.,2019,1
Pathfinder SE 4x4 3.0 12V Mec,1993,1
XRE 300 RALLY,2018,1
TRANSIT Chassi 2.2 TDCI Diesel,2013,1
-BENZ/ACCELO 1016,2012,1
Ka+ Sedan 1.5 16V Flex 4p,2016,1
TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p,2010,1
GS 500-E,2002,1
CG 150 TITAN-EX MIX,2011,1
L200 GLS 2.5 4X4 CD Diesel,2001,1
IX35 GLS 2.0 16V 2WD FLEX AUT.,2015,1
TECTOR 24-280 6X2 (DIESEL)(E5),2023,1
AGILE LT 1.4 MPFI 8V FlexPower 5p,2012,1
HB20 COMFORT PLUS 1.0 FLEX,2018,1
Fiesta Sed. 1.6 8V Flex 4p,2008,1
ETIOS X  1.3 Flex 16V 5p Mec.,2015,1
Fit LXL 1.4 16V Aut,2004,1
SANDERO ZEN FLEX 1.6 16V 5P ME,2019,1
ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2018,1
TIGER 800XC,2014,1
GOL CITY (TREND) 1.0 TOTAL FLE,2012,1
TORO FREEDOM 1.8 16V FLEX AUT,2017,1
Veloster,2013,1
208 Allure 1.6 Flex 16V 5p Aut.,2018,1
MT-07,2021,1
TIGGO 5X T 1.5 16V TURBO FLEX,2020,1
FH-12 380 GLOBETROTTER 4X2 2p (diesel),2001,1
YZF R-3 World GP 60th ANINIVERSARY ED.,2023,1
KA 1.5 16V FLEX,2016,1
S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut,2013,1
HR-V TOURING 1.8 FLEXONE 16V 5,2017,1
A3 1.8 Turbo 5p Mec.,2000,1
HR HDB,2018,1
BIZ 125 ES Mix F.Injection,2014,1
kwid,2021,1
Pajero TR4 2.0 Aut,2005,1
Astra GL Milenium 1.8 MPFI 4p,2001,1
JETTA Trendline 1.4 TSI 16V 4p  Aut.,2016,1
R 1250 GS Premium 40 Anos,2021,1
NH 190,2019,1
City,2014,1
NOVO GOL POWER 1.6 MI TOTAL FL,2008,1
Fiesta Sedan SEL 1.6 16V Flex Aut.,2017,1
DAILY CHASSI 55C16,2011,1
COOPER Countryman S 1.6 Aut.,2010,1
EcoSport FREESTYLE 1.5 12V Flex 5p Mec.,2019,1
F-350 2p (diesel),2001,1
GSX 1300-R Hayabusa,2003,1
C4 CACTUS FEEL BUS. 1.6 FLEX A,2020,1
Strada Adventure LOCKER 1.8 Flex CD,2012,1
Celta Super 1.0 MPFI VHC 8v 3p,2003,1
GSR 150i,2016,1
Pajero HPE Full 3.8 V6 250cv 3p Aut.,2011,1
CB 300R,2009,1
Citycom.300i,2013,1
Sprinter 314 Furgão Longo T.B. 2.2 Dies.,2021,1
XJ6 N,2017,1
Palio 1.0 Fire Flex  2p,2005,1
Versys TOURER 650,2017,1
DY150-9,2008,1
S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut,2015,1
HR-V EX 1.8 FLEXONE 16V   AUT.,2019,1
S 1000 R,2014,1
ARGO HGT 1.8 16V Flex Mec.,2018,1
Strada Freedom 1.3 Flex 8V CD,2021,1
SANDERO Expression Hi-Flex 1.0 16V 5p,2014,1
DUSTER TECHROAD 1.6 16V,2013,1
HILUX CD SR 4X4 2.8 TDI DIESEL,2017,1
CITY Sedan DX 1.5 Flex 16V Aut.,2010,1
PAJERO TR4 2.0 16V 4X4,2013,1
207 Sed. Passion XR Sport 1.4 Flex 8V 4p,2011,1
Saveiro SURF 1.6 Mi Total Flex 2p,2008,1
AMAROK Highline CD 2.0 16V TDI 4x4 Dies.,2013,1
SPACEFOX 1.6 Trendline Total Flex 8v 5p,2019,1
F 750 GS Premium,2020,1
Tucson 2.7 MPFI 24V 175cv Aut.,2008,1
R 440 A 6X2 (E5),2014,1
Clio Expression Hi-Flex 1.0 16V 5p,2006,1
COMPASS LIMITED 2.0 4X4 DIESEL,2018,1
CAPTUR ZEN 1.6 16V FLEX 5P AUT,2018,1
ELECTRA GLIDE ULTRA Classic,2010,1
208 Like 1.6 Flex 16V 5p Mec.,2021,1
Fusca 2.0 TSI 16V Aut.,2012,1
FM 13 480 6X4,2008,1
FIESTA SE PLUS 1.6 16V FLEX 5P,2018,1
FIT EXL 1.5 FLEX,2014,1
COBALT LTZ 1.8 ECONOFLEX,2014,1
ETIOS X  1.3 Flex 16V 5p Mec.,2013,1
XC 60 T-5 R-DESIGN 2.0 FWD 5p,2014,1
Renegade1.8 4x2 Flex 16V Mec.,2018,1
IX35 GLS 2.0 16V 2WD FLEX AUT.,2013,1
RANGER XLT 3.2 20V 4X4 CD DIES,2022,1
DS4 1.6 SO CHIC TURBO 16V,2015,1
320iA 2.0 TB M Sport ActiveFlex 16V 4p,2016,1
CELTA 1.0L LT,2013,1
SPIN LS 1.8 ECONOFLEX,2016,1
Sprinter 313 Furgão Curto 2.2 129cv Dies,2010,1
Polo1.0 Flex 12V 5p,2018,1
Meriva Maxx 1.8 MPFI 8V FlexPower,2005,1
TRACKER 1.0 Turbo 12V Flex Aut.,2021,1
CLIO HATCH CAMPUS 1.0 16V HI-F,2010,1
ELANTRA GLS 1.8 16V Aut.,2012,1
CORSA SEDAN CLASSIC LIFE 1.0 F,2005,1
ECOSPORT XLT 2.0 16V FLEX,2005,1
CARGO 815 S,2005,1
24-280 E Constel. 6x2 2p (diesel)(E5),2016,1
F-Type Supercharged Conversivel 3.0 V6,2013,1
GV 250 MIRAGE,2012,1
Polo I MOTION 1.6 Total Flex  5p,2012,1
VOYAGE HIGHLINE 1.6 MI TOTAL F,2010,1
Fiesta Sedan 1.0 8V Flex 4p,2008,1
Hilux CD SRV 4x4 2.8 TDI Diesel Aut.,2017,1
TIGER 1200 RALLY EXPLORER,2022,1
JETTA 2.0 Total Flex 8V 4p Tiptronic,2012,1
Corolla XEi 2.0 Flex 16V Aut.,2018,1
CITYCLASS 200i,2015,1
Corsa Sed.Milenium 1.0,2001,1
VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,2019,1
MOBI LIKE 1.0 FIRE FLEX 4P.,2018,1
Palio 1.0 2p,2007,1
SPORTAGE LX 2.0 16V 166 CV,2015,1
Xsara Picasso Exc. 2.0 16V Mec,2003,1
CARGO 3031 E 8X2 TURBO 2P (DIE,2018,1
X3 XDRIVE 30E X-LINE TURBO HIB,2022,1
TUCSON 2.0 16V,2010,1
CB 1000R,2014,1
Sprinter 311 Chassi 2.2 Diesel,2014,1
307 Presence  1.6,2010,1
R 1250 GS Adventure Premium HP,2020,1
LOGAN SEDAN PRIVILEGE 1.6 8V H,2008,1
Toro Ultra 2.0 16V 4x4 Diesel Aut.,2021,1
Ka+ Sedan 1.0 TiCVT Flex 4p,2018,1
S10 PICK-UP LT 2.5 FLEX 4X2 CD,2014,1
Strada Working 1.4 mpi Fire Flex 8V CS,2020,1
Clio Authentique 1.0 Hi-Power 3p,2006,1
DIAVEL 1260 S,2019,1
ONIX SEDAN PLUS LTZ 1.0 12V TB,2019,1
HB20 COMFORT PLUS 1.6 FLEX,2016,1
Civic Sedan EXS 1.8 Aut,2009,1
FIT Twist 1.5 Flex 16V 5p Aut.,2013,1
BOULEVARD M1800R B.O.S.S.,2018,1
VT 125 CUSTOM - Magma,1998,1
SOFTAIL LOW RIDER S FXLRS,2020,1
PRISMA SEDAN MAXX 1.4 ECONOFLE,2007,1
Bullet 500,2019,1
VT 750 SHADOW,2005,1
AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,2012,1
A3 Sportback 2.0 16V TFSI Mec.,2011,1
YARIS XL PLUS CON. SED. 1.5 FL,2020,1
CVO ULTRA CLAS. ELECTRA GLIDE FLHTCUSE7,2012,1
CBR 1000 RR Fire Blade,2013,1
Palio 1.0 Celebr. ECONOMY F.Flex 8V 4p,2011,1
F-250 XLT 3.9 4x4 CD TB Diesel,2009,1
8.120 EURO3,2011,1
"DUSTER ZEN 1.6 16V FLEX AUT,",2021,1
I/PEUGEOT 3008 GRIFFE AT,2018,1
Axor 2544 S 6x2 2p (diesel),2011,1
KA TRAIL 1.0 12V Flex Mec. 5p,2017,1
FZ6 S,2007,1
S60 T-5 2.0 240cv 4p,2011,1
MONTANA CONQUEST 1.8 FLEXPOWER,2006,1
S10 Pick-Up Std 2.8 4x4 CD TB Int.Dies.,2001,1
CG 125 FAN,2007,1
CB 300F Twister Flex,2023,1
XDIAVEL S 1262,2021,1
PALIO CELEBRATION 1.0 FIRE FLE,2014,1
XRE 300 ABS,2022,1
KA 1.5 16V FLEX,2015,1
GSX  650F,2009,1
NINJA 250R,2010,1
GSX-R 1000,2018,1
BIZ 125 KS,2008,1
PAJERO TR4 2.0 16V 4X4 FLEX,2011,1
BANDIT N-650,2008,1
8-160 E DELIVERY 2p (diesel)(E5),2013,1
ARGO DRIVE 1.3 8V FLEX,2019,1
Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel,2010,1
Santa Fé GLS 3.3 V6 4X4 Tiptronic,2018,1
Gol  1.0 4portas,2003,1
Forester 2.0 4x4 Aut.,1998,1
JOURNEY SXT 3.6 V6 Aut.,2012,1
YZF R-1 1000,2011,1
ETIOS X  1.3 Flex 16V 5p Mec.,2016,1
GSR 150i,2015,1
A4 Attraction 2.0 TFSI 190cv S tronic,2016,1
